what,kind,bundleId,bundleVersion,description,time
error,log,,,"Current file is not a match for the given config.",1334678407298
error,log,,,"Current file is not a match for the given config.",1334678407299
error,log,,,"Current file is not a match for the given config.",1334678407300
error,log,,,"Current file is not a match for the given config.",1334678407301
error,log,,,"Current file is not a match for the given config.",1334678407302
error,log,,,"Current file is not a match for the given config.",1334678407303
error,log,,,"Current file is not a match for the given config.",1334678407303
error,log,,,"Current file is not a match for the given config.",1334678407304
error,log,,,"Current file is not a match for the given config.",1334678407305
error,log,,,"Current file is not a match for the given config.",1334678407306
error,log,,,"Current file is not a match for the given config.",1334678407307
error,log,,,"Current file is not a match for the given config.",1334678407307
error,log,,,"Current file is not a match for the given config.",1334678407308
error,log,,,"Current file is not a match for the given config.",1334678407309
error,log,,,"Current file is not a match for the given config.",1334678407310
error,log,,,"Current file is not a match for the given config.",1334678407311
error,log,,,"Current file is not a match for the given config.",1334678407312
error,log,,,"Current file is not a match for the given config.",1334678407312
error,log,,,"Current file is not a match for the given config.",1334678407313
error,log,,,"Current file is not a match for the given config.",1334678407314
error,log,,,"Current file is not a match for the given config.",1334678407315
error,log,,,"Current file is not a match for the given config.",1334678407316
error,log,,,"Current file is not a match for the given config.",1334678407316
error,log,,,"Current file is not a match for the given config.",1334678407317
error,log,,,"Current file is not a match for the given config.",1334678407318
error,log,,,"Current file is not a match for the given config.",1334678407319
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334678407331
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334678407450
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334678407501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678409864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678411539
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334678411543
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334678412611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678414171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678416875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678418556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678420252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678420712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334678449328
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334678449447
error,log,,,"Current file is not a match for the given config.",1334678456636
error,log,,,"Current file is not a match for the given config.",1334678456637
error,log,,,"Current file is not a match for the given config.",1334678456638
error,log,,,"Current file is not a match for the given config.",1334678456639
error,log,,,"Current file is not a match for the given config.",1334678456640
error,log,,,"Current file is not a match for the given config.",1334678456641
error,log,,,"Current file is not a match for the given config.",1334678456642
error,log,,,"Current file is not a match for the given config.",1334678456643
error,log,,,"Current file is not a match for the given config.",1334678456644
error,log,,,"Current file is not a match for the given config.",1334678456645
error,log,,,"Current file is not a match for the given config.",1334678456646
error,log,,,"Current file is not a match for the given config.",1334678456647
error,log,,,"Current file is not a match for the given config.",1334678456648
error,log,,,"Current file is not a match for the given config.",1334678456649
error,log,,,"Current file is not a match for the given config.",1334678456650
error,log,,,"Current file is not a match for the given config.",1334678456651
error,log,,,"Current file is not a match for the given config.",1334678456651
error,log,,,"Current file is not a match for the given config.",1334678456652
error,log,,,"Current file is not a match for the given config.",1334678456653
error,log,,,"Current file is not a match for the given config.",1334678456654
error,log,,,"Current file is not a match for the given config.",1334678456655
error,log,,,"Current file is not a match for the given config.",1334678456656
error,log,,,"Current file is not a match for the given config.",1334678456657
error,log,,,"Current file is not a match for the given config.",1334678456658
error,log,,,"Current file is not a match for the given config.",1334678456659
error,log,,,"Current file is not a match for the given config.",1334678456660
error,log,,,"Current file is not a match for the given config.",1334678456660
error,log,,,"Current file is not a match for the given config.",1334678456661
error,log,,,"Current file is not a match for the given config.",1334678456662
error,log,,,"Current file is not a match for the given config.",1334678456663
error,log,,,"Current file is not a match for the given config.",1334678456664
