what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334705975627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334705981163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334705989357
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334705992174
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334705994849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706009171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706015921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706017841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706019111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334706026706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334706028809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334706030107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334706036519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1334706037151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706038995
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706044119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706056295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334706058885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706059966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706061605
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706064846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334706068043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706068677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706108082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706110899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706111718
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706113280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706113643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706114750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706116384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706117839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706120981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706220594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706231473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706263444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334706266146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706266880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706268804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706271586
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706272238
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706289485
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706291296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706292911
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706293753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706303882
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706444122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706453459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706457933
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706459881
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706478877
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.menu.MenuEditor",1334706479377
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706481745
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.menu.MenuEditor",1334706481754
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1334706483770
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706484835
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1334706484840
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706486132
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1334706486998
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706488248
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334706490222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706493315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706596781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706597661
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706599094
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334706600430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706602470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706602534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706607358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334706607391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334706610905
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334706612783
