what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334673501840
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1334673506116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673516823
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673516946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673533111
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1334673533174
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673533185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673567342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673568855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673569389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673572107
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1334673577259
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1334673577271
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673578463
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334673586321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1334673586321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673596598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673610675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673638909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673639783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673640834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673641554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673645800
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673647228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673648836
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1334673651324
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673651460
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334673653399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673663401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673664220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673666478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673668330
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1334673671233
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334673671245
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673673394
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334673673473
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1334673673474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673679029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673680112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673681331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334673686816
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334673688667
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1334673688693
